customer_name,category,sub_category,city,order_date,region,sales,profit
Ganesh,Food Grains,Atta & Flour,Ooty,2015-08-19,East,1606,690.58
Shree,Bakery,Breads & Buns,Ramanadhapuram,2018-09-04,East,2448,734.4
Harish,Oil & Masala,Masalas,Cumbum,2018-06-21,East,1182,460.98
Willams,Food Grains,Dals & Pulses,Bodi,2016-12-05,East,1563,656.46
Ravi,"Eggs, Meat & Fish",Eggs,Kanyakumari,2016-09-26,East,839,50.34
Sudha,Food Grains,Organic Staples,Krishnagiri,2015-11-18,East,720,216.0
Sundar,Bakery,Breads & Buns,Kanyakumari,2017-11-26,East,921,147.36
Harish,Bakery,Biscuits,Nagercoil,2017-11-03,South,691,48.37
Rumaiza,Beverages,Soft Drinks,Chennai,2018-12-29,South,988,355.68
Ramesh,"Eggs, Meat & Fish",Mutton,Chennai,2018-12-29,South,1884,584.04
Roshan,"Eggs, Meat & Fish",Mutton,Nagercoil,2017-11-14,South,1645,115.15
Sundar,Fruits & Veggies,Organic Vegetables,Salem,2018-12-09,South,1297,479.89
Amrish,Beverages,Soft Drinks,Bodi,2015-12-19,South,665,246.05
Vince,Snacks,Cookies,Krishnagiri,2017-05-01,South,1020,306.0
Esther,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2015-05-05,South,2240,918.4
Rumaiza,Beverages,Soft Drinks,Cumbum,2016-03-29,South,2257,857.66
Haseena,Beverages,Health Drinks,Vellore,2017-11-14,South,1122,157.08
Krithika,Food Grains,Dals & Pulses,Ooty,2018-12-09,South,2374,284.88
Yusuf,Snacks,Chocolates,Chennai,2018-03-27,South,904,153.68
Roshan,Snacks,Noodles,Kanyakumari,2016-03-16,South,959,95.9
Harish,Oil & Masala,Masalas,Krishnagiri,2018-12-09,South,561,145.86
Vince,Bakery,Breads & Buns,Krishnagiri,2018-03-27,South,534,208.26
Suresh,Fruits & Veggies,Organic Vegetables,Vellore,2017-05-01,South,773,123.68
James,Beverages,Health Drinks,Ramanadhapuram,2018-09-23,South,2396,119.8
Anu,Oil & Masala,Masalas,Vellore,2015-05-05,South,1898,360.62
Veena,Bakery,Biscuits,Cumbum,2015-08-27,South,779,109.06
Shree,Beverages,Health Drinks,Coimbatore,2016-11-08,South,1409,211.35
Roshan,Food Grains,Atta & Flour,Virudhunagar,2017-09-27,South,690,48.3
Rumaiza,Food Grains,Atta & Flour,Pudukottai,2015-12-17,South,1135,249.7
Alan,Food Grains,Rice,Madurai,2017-06-30,South,2406,625.56
Vince,Oil & Masala,Edible Oil & Ghee,Namakkal,2017-11-03,South,558,189.72
Ganesh,"Eggs, Meat & Fish",Chicken,Nagercoil,2015-04-29,South,1243,198.88
Jonas,Food Grains,Atta & Flour,Theni,2015-04-19,South,2287,343.05
Ganesh,"Eggs, Meat & Fish",Fish,Ooty,2017-05-01,South,743,104.02
Ram,Bakery,Biscuits,Krishnagiri,2017-09-27,South,2081,811.59
Hafiz,Food Grains,Rice,Pudukottai,2015-05-05,South,2155,754.25
Hussain,Beverages,Soft Drinks,Ooty,2018-12-25,South,1536,291.84
Arvind,Snacks,Noodles,Salem,2016-09-14,South,989,168.13
Haseena,Fruits & Veggies,Fresh Fruits,Ooty,2018-03-27,South,886,256.94
Ganesh,Bakery,Breads & Buns,Tenkasi,2018-09-11,South,829,157.51
Sudha,"Eggs, Meat & Fish",Chicken,Perambalur,2016-03-01,South,1784,499.52
Verma,Snacks,Chocolates,Pudukottai,2018-12-09,South,1534,291.46
Veronica,Oil & Masala,Spices,Karur,2018-09-11,South,1486,297.2
Harish,Beverages,Soft Drinks,Dharmapuri,2017-11-03,South,1559,265.03
Suresh,Fruits & Veggies,Organic Vegetables,Chennai,2018-03-27,South,1522,395.72
Ramesh,Food Grains,Rice,Trichy,2018-12-09,South,1227,441.72
Malik,Bakery,Biscuits,Madurai,2016-11-08,South,1155,473.55
Yadav,"Eggs, Meat & Fish",Mutton,Ooty,2016-12-25,South,1231,147.72
Willams,Bakery,Biscuits,Ooty,2016-03-16,South,965,328.1
Komal,Snacks,Cookies,Karur,2017-09-23,South,1422,597.24
Aditi,Beverages,Health Drinks,Madurai,2017-04-14,South,1567,564.12
Anu,"Eggs, Meat & Fish",Chicken,Dharmapuri,2015-12-19,South,785,337.55
Mathew,Snacks,Cookies,Cumbum,2018-12-21,South,1390,583.8
James,Snacks,Chocolates,Coimbatore,2017-06-29,South,1887,207.57
Harish,Snacks,Chocolates,Namakkal,2016-11-08,South,1273,63.65
Rumaiza,Oil & Masala,Edible Oil & Ghee,Tenkasi,2017-05-09,South,2493,673.11
Sabeela,"Eggs, Meat & Fish",Mutton,Karur,2018-11-19,South,681,245.16
Surya,Fruits & Veggies,Fresh Vegetables,Ooty,2017-02-02,South,1655,612.35
Suresh,Beverages,Health Drinks,Viluppuram,2018-11-25,South,2195,285.35
Sudeep,Oil & Masala,Spices,Viluppuram,2017-12-05,South,2100,315.0
Ganesh,Bakery,Breads & Buns,Karur,2015-04-19,South,2341,749.12
Surya,Food Grains,Atta & Flour,Theni,2018-11-13,South,1585,634.0
Surya,Food Grains,Atta & Flour,Vellore,2015-12-23,South,1853,796.79
Veena,Fruits & Veggies,Fresh Fruits,Kanyakumari,2018-12-22,South,2451,318.63
Mathew,Food Grains,Organic Staples,Pudukottai,2018-08-25,South,2099,314.85
Verma,Fruits & Veggies,Organic Fruits,Trichy,2016-10-22,South,2315,972.3
James,Beverages,Health Drinks,Coimbatore,2018-07-29,South,1512,241.92
Verma,Fruits & Veggies,Organic Fruits,Pudukottai,2017-09-04,South,1413,452.16
Komal,Bakery,Biscuits,Krishnagiri,2018-08-25,South,741,51.87
Ganesh,Bakery,Biscuits,Virudhunagar,2017-09-04,South,1363,558.83
Yadav,Food Grains,Dals & Pulses,Perambalur,2015-08-29,South,1718,360.78
Sheeba,Bakery,Breads & Buns,Dindigul,2016-03-09,South,1546,108.22
Veena,Fruits & Veggies,Organic Vegetables,Perambalur,2015-04-11,South,1374,590.82
Alan,Food Grains,Rice,Karur,2018-08-23,South,2347,704.1
Komal,"Eggs, Meat & Fish",Chicken,Tirunelveli,2015-12-23,South,1297,570.68
Mathew,Bakery,Breads & Buns,Ooty,2018-10-28,South,831,257.61
Hussain,Bakery,Breads & Buns,Tenkasi,2018-11-06,South,1506,677.7
Peer,Snacks,Noodles,Krishnagiri,2017-03-18,South,1171,363.01
Vidya,Oil & Masala,Edible Oil & Ghee,Salem,2018-07-29,South,689,172.25
Esther,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2017-09-05,South,580,29.0
Vince,"Eggs, Meat & Fish",Eggs,Coimbatore,2015-04-11,South,2221,155.47
Vince,Food Grains,Atta & Flour,Vellore,2015-12-23,South,2377,499.17
Veena,"Eggs, Meat & Fish",Mutton,Theni,2018-10-28,South,1353,148.83
Vince,Food Grains,Atta & Flour,Tenkasi,2017-08-13,South,2449,930.62
Sabeela,Fruits & Veggies,Fresh Vegetables,Kanyakumari,2018-11-03,South,2430,704.7
Muneer,"Eggs, Meat & Fish",Eggs,Salem,2017-09-05,South,2453,466.07
Amrish,Snacks,Noodles,Bodi,2017-09-04,South,1857,315.69
Suresh,Bakery,Breads & Buns,Virudhunagar,2018-11-13,South,1914,153.12
Malik,Bakery,Biscuits,Coimbatore,2015-08-22,South,853,110.89
Sundar,Fruits & Veggies,Fresh Fruits,Tirunelveli,2018-08-27,South,1807,289.12
James,"Eggs, Meat & Fish",Eggs,Bodi,2016-12-04,South,1571,518.43
Shah,Bakery,Breads & Buns,Ooty,2018-11-06,South,2280,159.6
Amy,Beverages,Health Drinks,Madurai,2018-11-13,South,1567,673.81
James,"Eggs, Meat & Fish",Fish,Viluppuram,2018-08-23,South,1839,588.48
Sharon,Beverages,Health Drinks,Theni,2018-05-27,South,794,230.26
Krithika,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2015-12-23,South,2374,593.5
Jonas,Food Grains,Rice,Dindigul,2018-08-23,South,1049,230.78
Jonas,Snacks,Chocolates,Cumbum,2017-10-31,South,1826,109.56
Malik,Fruits & Veggies,Organic Vegetables,Perambalur,2018-11-06,South,1077,463.11
Jonas,Food Grains,Rice,Ooty,2018-08-31,South,2184,764.4
Roshan,Beverages,Health Drinks,Bodi,2017-10-01,South,1463,160.93
Roshan,"Eggs, Meat & Fish",Fish,Kanyakumari,2017-10-21,South,1474,132.66
Sundar,Oil & Masala,Spices,Tenkasi,2017-05-15,South,1499,89.94
Vidya,Food Grains,Rice,Ramanadhapuram,2017-10-01,South,1216,474.24
Vince,Beverages,Health Drinks,Perambalur,2015-08-29,South,945,160.65
Jackson,Bakery,Cakes,Salem,2016-12-04,South,1916,402.36
Jackson,"Eggs, Meat & Fish",Chicken,Tirunelveli,2017-09-05,South,1657,331.4
Yusuf,Beverages,Health Drinks,Dindigul,2018-11-06,South,1222,281.06
Sheeba,Food Grains,Rice,Bodi,2017-08-13,South,2397,958.8
Ramesh,Bakery,Biscuits,Theni,2016-12-12,West,2181,261.72
Veena,"Eggs, Meat & Fish",Eggs,Tirunelveli,2015-12-20,West,1591,556.85
Sudeep,"Eggs, Meat & Fish",Chicken,Tenkasi,2018-01-07,West,970,48.5
Jackson,Beverages,Health Drinks,Dharmapuri,2018-06-24,West,1350,256.5
Ridhesh,Snacks,Cookies,Chennai,2017-09-29,West,1364,381.92
Sundar,Oil & Masala,Spices,Salem,2017-03-28,West,530,190.8
Haseena,Fruits & Veggies,Fresh Vegetables,Tenkasi,2017-07-07,West,1779,142.32
Jackson,Beverages,Soft Drinks,Salem,2017-06-24,West,1586,713.7
Vinne,Bakery,Breads & Buns,Karur,2017-06-23,West,837,234.36
Alan,Oil & Masala,Masalas,Krishnagiri,2017-08-26,West,2292,183.36
Ramesh,Food Grains,Organic Staples,Madurai,2015-12-29,West,2213,531.12
Ganesh,"Eggs, Meat & Fish",Eggs,Karur,2018-06-17,West,1028,61.68
Verma,Beverages,Health Drinks,Krishnagiri,2016-04-13,West,814,48.84
Akash,Fruits & Veggies,Fresh Fruits,Krishnagiri,2018-05-04,West,892,240.84
Veronica,Oil & Masala,Masalas,Virudhunagar,2018-11-12,West,1931,617.92
Anu,Food Grains,Atta & Flour,Cumbum,2018-09-23,West,1210,217.8
Suresh,"Eggs, Meat & Fish",Eggs,Namakkal,2018-09-09,West,2118,889.56
Ganesh,Oil & Masala,Spices,Namakkal,2015-12-20,West,2406,529.32
Peer,Food Grains,Organic Staples,Ooty,2018-10-12,West,661,257.79
Sudeep,Bakery,Biscuits,Bodi,2016-09-24,West,1372,274.4
Sheeba,Oil & Masala,Edible Oil & Ghee,Tenkasi,2016-07-25,West,1283,346.41
Alan,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2016-12-13,West,2073,497.52
Amy,Fruits & Veggies,Organic Vegetables,Theni,2018-08-14,West,967,367.46
Jackson,"Eggs, Meat & Fish",Chicken,Karur,2015-04-01,West,827,49.62
Esther,Food Grains,Atta & Flour,Pudukottai,2016-04-11,West,1808,216.96
Ridhesh,Snacks,Chocolates,Bodi,2016-02-15,West,2167,303.38
Malik,Snacks,Cookies,Madurai,2016-11-22,West,1449,623.07
Ganesh,Beverages,Soft Drinks,Tenkasi,2018-11-12,West,2351,399.67
Alan,Fruits & Veggies,Fresh Vegetables,Krishnagiri,2016-10-23,West,1818,199.98
James,Fruits & Veggies,Fresh Fruits,Cumbum,2017-02-19,West,785,78.5
Sharon,Beverages,Soft Drinks,Krishnagiri,2018-12-10,West,2481,372.15
Suresh,Snacks,Chocolates,Vellore,2015-12-08,West,1479,473.28
Sudha,Bakery,Breads & Buns,Karur,2015-10-18,West,1097,87.76
Shah,Beverages,Health Drinks,Viluppuram,2018-06-11,West,607,242.8
Muneer,Fruits & Veggies,Organic Fruits,Perambalur,2018-07-27,West,949,360.62
Sharon,"Eggs, Meat & Fish",Eggs,Karur,2016-07-25,West,1666,383.18
Shah,Food Grains,Organic Staples,Virudhunagar,2015-03-23,West,1151,391.34
Vince,"Eggs, Meat & Fish",Chicken,Kanyakumari,2017-12-08,West,1338,414.78
Veena,Oil & Masala,Spices,Coimbatore,2018-06-11,West,967,67.69
Malik,Snacks,Noodles,Cumbum,2017-07-17,West,2200,396.0
Arvind,Fruits & Veggies,Fresh Vegetables,Trichy,2018-05-06,West,1077,430.8
Alan,Beverages,Soft Drinks,Perambalur,2017-06-24,West,2367,1065.15
Arvind,Bakery,Breads & Buns,Salem,2015-08-04,West,1075,301.0
Veena,Food Grains,Atta & Flour,Theni,2015-09-01,West,1306,195.9
Vinne,Food Grains,Organic Staples,Namakkal,2017-04-19,West,985,275.8
Veronica,Food Grains,Organic Staples,Viluppuram,2017-11-05,West,527,126.48
Komal,Oil & Masala,Spices,Karur,2017-09-02,West,2194,987.3
Hafiz,Food Grains,Dals & Pulses,Viluppuram,2018-11-12,West,1196,131.56
Haseena,Oil & Masala,Masalas,Kanyakumari,2017-06-23,West,579,208.44
Sheeba,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2016-02-15,West,1609,257.44
Peer,Oil & Masala,Spices,Salem,2017-11-10,West,2048,655.36
Ridhesh,"Eggs, Meat & Fish",Mutton,Theni,2017-05-16,West,2461,959.79
Suresh,Snacks,Noodles,Bodi,2018-09-12,West,2088,647.28
Sundar,Oil & Masala,Masalas,Coimbatore,2015-01-06,West,2259,112.95
Komal,Food Grains,Organic Staples,Namakkal,2018-12-05,West,1390,542.1
James,Fruits & Veggies,Fresh Fruits,Nagercoil,2016-12-25,West,814,276.76
Hussain,Food Grains,Dals & Pulses,Theni,2016-12-25,West,1253,400.96
Jonas,Bakery,Cakes,Madurai,2016-03-29,West,2093,732.55
Ram,"Eggs, Meat & Fish",Eggs,Karur,2017-03-26,West,1915,210.65
Anu,Bakery,Cakes,Coimbatore,2018-06-12,West,2144,150.08
Ramesh,"Eggs, Meat & Fish",Fish,Cumbum,2016-07-11,West,2387,930.93
Rumaiza,Beverages,Health Drinks,Bodi,2018-01-07,West,739,162.58
Haseena,Oil & Masala,Masalas,Salem,2018-08-03,West,556,244.64
Sharon,Snacks,Chocolates,Ramanadhapuram,2016-11-22,West,1174,117.4
Adavan,Snacks,Chocolates,Ooty,2015-12-12,West,2230,468.3
Amrish,Oil & Masala,Spices,Vellore,2017-11-06,West,1325,79.5
Rumaiza,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2018-08-01,West,1905,476.25
Suresh,"Eggs, Meat & Fish",Fish,Cumbum,2017-12-08,West,2290,137.4
Alan,Food Grains,Organic Staples,Karur,2018-09-23,West,593,166.04
Ganesh,Oil & Masala,Masalas,Ramanadhapuram,2017-04-16,West,2448,538.56
Arutra,Food Grains,Dals & Pulses,Salem,2017-11-10,West,1935,832.05
Amy,Oil & Masala,Masalas,Chennai,2018-05-08,West,1163,116.3
Vinne,Snacks,Chocolates,Chennai,2018-10-17,West,1170,362.7
Hafiz,Oil & Masala,Edible Oil & Ghee,Namakkal,2015-07-22,West,1924,269.36
Sabeela,"Eggs, Meat & Fish",Chicken,Bodi,2016-10-25,West,2232,491.04
Vinne,Bakery,Cakes,Dharmapuri,2016-12-12,West,2031,162.48
Verma,Snacks,Noodles,Tenkasi,2016-10-23,West,716,150.36
Sharon,Food Grains,Dals & Pulses,Dindigul,2016-12-12,West,988,148.2
Krithika,"Eggs, Meat & Fish",Fish,Theni,2016-12-20,West,1750,367.5
Verma,Oil & Masala,Spices,Pudukottai,2017-04-19,West,1547,123.76
Sabeela,"Eggs, Meat & Fish",Chicken,Salem,2016-11-30,West,1259,176.26
Sudeep,Bakery,Biscuits,Virudhunagar,2016-02-21,West,579,208.44
Verma,"Eggs, Meat & Fish",Mutton,Tirunelveli,2018-07-27,West,1304,573.76
Kumar,"Eggs, Meat & Fish",Mutton,Madurai,2017-03-28,West,1677,620.49
Suresh,Fruits & Veggies,Organic Vegetables,Madurai,2017-11-10,West,520,104.0
Sheeba,Food Grains,Rice,Bodi,2018-03-21,West,1503,405.81
Sudeep,Oil & Masala,Spices,Bodi,2017-06-23,West,1198,419.3
Vince,Food Grains,Rice,Tenkasi,2015-07-25,West,559,156.52
Ravi,Snacks,Cookies,Theni,2016-12-17,West,1163,220.97
Kumar,Bakery,Biscuits,Tirunelveli,2016-12-17,West,1989,735.93
Veronica,Bakery,Breads & Buns,Tirunelveli,2017-11-10,West,1714,702.74
Vince,"Eggs, Meat & Fish",Fish,Pudukottai,2017-04-19,West,1615,629.85
Ravi,Food Grains,Organic Staples,Madurai,2015-08-04,West,691,200.39
Suresh,"Eggs, Meat & Fish",Fish,Salem,2015-03-26,West,1953,566.37
Suresh,Oil & Masala,Masalas,Coimbatore,2018-08-03,West,995,427.85
Roshan,Food Grains,Atta & Flour,Viluppuram,2017-11-10,West,2422,435.96
Jackson,"Eggs, Meat & Fish",Mutton,Trichy,2017-06-16,West,2011,744.07
Arvind,"Eggs, Meat & Fish",Mutton,Tenkasi,2015-08-04,West,1565,469.5
Muneer,Fruits & Veggies,Fresh Fruits,Salem,2015-07-25,West,2263,271.56
Vince,Beverages,Health Drinks,Namakkal,2016-02-15,West,2035,468.05
Ram,Fruits & Veggies,Fresh Vegetables,Perambalur,2018-08-14,West,759,98.67
Malik,Snacks,Cookies,Vellore,2017-07-25,West,995,218.9
Adavan,Food Grains,Atta & Flour,Tirunelveli,2015-12-13,West,1295,142.45
Harish,Bakery,Breads & Buns,Pudukottai,2016-03-29,West,2366,425.88
Krithika,Food Grains,Rice,Tirunelveli,2016-09-10,West,599,221.63
Ravi,Oil & Masala,Spices,Bodi,2017-07-17,West,1986,496.5
James,Oil & Masala,Masalas,Madurai,2018-01-07,West,1485,386.1
Rumaiza,Fruits & Veggies,Organic Vegetables,Cumbum,2015-08-04,West,1025,133.25
Adavan,Beverages,Health Drinks,Theni,2018-09-14,West,1164,302.64
Aditi,Bakery,Biscuits,Tenkasi,2017-05-16,West,1258,364.82
Yusuf,Oil & Masala,Spices,Chennai,2018-09-09,West,1843,313.31
Komal,"Eggs, Meat & Fish",Eggs,Ooty,2016-11-22,West,1869,485.94
Harish,Fruits & Veggies,Fresh Vegetables,Theni,2015-07-22,West,2331,186.48
Ram,Food Grains,Dals & Pulses,Karur,2018-01-07,West,1368,615.6
Krithika,Beverages,Health Drinks,Viluppuram,2015-08-08,West,1021,224.62
Yadav,"Eggs, Meat & Fish",Fish,Salem,2017-10-29,West,2244,201.96
Harish,Bakery,Cakes,Cumbum,2017-04-19,West,539,59.29
Sudeep,Fruits & Veggies,Fresh Vegetables,Tenkasi,2017-11-15,West,1256,514.96
Jonas,Snacks,Cookies,Madurai,2015-08-04,West,2158,258.96
Krithika,Beverages,Health Drinks,Virudhunagar,2015-10-18,West,2282,867.16
Jackson,Snacks,Cookies,Virudhunagar,2018-09-23,West,1940,679.0
Malik,Oil & Masala,Masalas,Ramanadhapuram,2016-09-24,West,561,140.25
Peer,Food Grains,Organic Staples,Viluppuram,2018-12-18,West,1764,776.16
Sundar,Bakery,Cakes,Ramanadhapuram,2018-03-19,West,1375,316.25
Hussain,Beverages,Soft Drinks,Namakkal,2015-12-20,West,1589,349.58
Verma,Bakery,Cakes,Viluppuram,2016-12-17,West,639,210.87
Sabeela,"Eggs, Meat & Fish",Fish,Vellore,2018-03-21,West,2194,416.86
Kumar,Snacks,Chocolates,Namakkal,2017-09-10,West,1641,114.87
Krithika,Food Grains,Dals & Pulses,Perambalur,2018-04-25,West,1642,229.88
Vidya,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2018-12-19,West,1721,653.98
Veronica,Oil & Masala,Masalas,Coimbatore,2015-02-03,West,1015,152.25
Shah,Beverages,Health Drinks,Tenkasi,2018-09-02,West,1226,416.84
Sharon,Bakery,Breads & Buns,Bodi,2018-12-03,West,1717,618.12
Anu,Oil & Masala,Edible Oil & Ghee,Theni,2017-11-10,West,2097,650.07
Peer,Food Grains,Organic Staples,Chennai,2018-03-21,West,1622,486.6
Hafiz,"Eggs, Meat & Fish",Fish,Ooty,2017-04-19,West,2004,340.68
Muneer,Fruits & Veggies,Organic Fruits,Trichy,2017-03-26,West,1644,82.2
Aditi,Food Grains,Atta & Flour,Dharmapuri,2017-07-17,West,2477,891.72
Veena,Bakery,Breads & Buns,Ooty,2016-09-24,West,531,127.44
Ravi,Oil & Masala,Masalas,Madurai,2015-02-03,West,1546,448.34
Haseena,Snacks,Cookies,Nagercoil,2016-07-11,West,746,164.12
Veronica,Fruits & Veggies,Organic Fruits,Bodi,2017-12-29,West,621,279.45
Amy,Oil & Masala,Edible Oil & Ghee,Viluppuram,2016-07-14,West,1377,509.49
Rumaiza,Beverages,Soft Drinks,Bodi,2016-03-20,West,1621,664.61
Komal,Fruits & Veggies,Organic Fruits,Tirunelveli,2015-12-06,West,1497,389.22
Willams,Beverages,Soft Drinks,Dindigul,2015-11-07,West,1874,787.08
Haseena,Beverages,Soft Drinks,Viluppuram,2017-09-09,West,1225,147.0
Shah,Oil & Masala,Masalas,Ramanadhapuram,2015-04-01,West,2308,369.28
Alan,Beverages,Health Drinks,Tirunelveli,2016-07-14,West,1103,485.32
Roshan,Snacks,Noodles,Ooty,2015-11-18,West,1526,686.7
Willams,Bakery,Cakes,Ramanadhapuram,2018-08-20,West,2289,618.03
Krithika,Beverages,Soft Drinks,Theni,2016-02-15,West,687,240.45
Alan,Food Grains,Atta & Flour,Coimbatore,2016-02-15,West,972,213.84
Sudeep,Beverages,Soft Drinks,Tirunelveli,2015-12-20,West,1669,550.77
Yadav,Bakery,Biscuits,Perambalur,2018-11-01,West,506,70.84
Malik,Oil & Masala,Edible Oil & Ghee,Karur,2018-06-02,West,852,289.68
Vidya,Oil & Masala,Spices,Perambalur,2015-11-07,West,1640,656.0
Arutra,Beverages,Health Drinks,Krishnagiri,2018-12-03,West,2093,941.85
Amrish,Oil & Masala,Spices,Viluppuram,2018-04-23,West,1223,61.15
Sudha,"Eggs, Meat & Fish",Eggs,Karur,2018-09-04,West,581,255.64
Esther,Bakery,Cakes,Namakkal,2018-06-11,West,505,222.2
Adavan,Fruits & Veggies,Fresh Vegetables,Viluppuram,2018-06-02,West,2145,600.6
Sundar,Bakery,Cakes,Perambalur,2016-09-24,West,1933,753.87
Sudha,Bakery,Biscuits,Cumbum,2018-03-19,West,2060,618.0
Jonas,Bakery,Cakes,Namakkal,2017-11-15,West,1469,499.46
Malik,Fruits & Veggies,Organic Fruits,Madurai,2018-12-03,West,523,120.29
Hussain,Bakery,Breads & Buns,Dharmapuri,2018-11-24,West,1916,229.92
James,Food Grains,Organic Staples,Trichy,2018-09-15,West,1513,181.56
Alan,Food Grains,Rice,Virudhunagar,2018-11-24,West,1756,684.84
Surya,Fruits & Veggies,Organic Vegetables,Madurai,2016-11-20,West,2381,857.16
Hafiz,Fruits & Veggies,Fresh Vegetables,Coimbatore,2018-10-22,West,1683,218.79
Sundar,Food Grains,Rice,Bodi,2016-11-20,West,1784,267.6
Harish,Beverages,Health Drinks,Coimbatore,2016-03-08,Central,1937,368.03
Vidya,Beverages,Soft Drinks,Perambalur,2018-05-29,Central,1402,112.16
Krithika,Fruits & Veggies,Fresh Fruits,Dindigul,2017-09-24,Central,2425,436.5
Hussain,Beverages,Soft Drinks,Pudukottai,2018-05-29,Central,1583,221.62
Akash,Snacks,Cookies,Ramanadhapuram,2018-03-21,Central,2402,192.16
Hafiz,Bakery,Cakes,Tirunelveli,2017-07-17,Central,816,97.92
Vidya,Snacks,Cookies,Salem,2018-10-01,Central,2246,269.52
Amrish,Food Grains,Organic Staples,Namakkal,2017-09-24,Central,1752,438.0
Suresh,Snacks,Chocolates,Tenkasi,2018-12-21,Central,1265,404.8
Ganesh,Oil & Masala,Edible Oil & Ghee,Vellore,2015-01-20,Central,1148,309.96
Ram,Snacks,Chocolates,Tenkasi,2017-07-17,Central,2360,542.8
Haseena,Snacks,Noodles,Krishnagiri,2018-05-29,Central,945,245.7
Sabeela,Oil & Masala,Masalas,Krishnagiri,2017-12-29,Central,2478,1090.32
Hussain,Bakery,Biscuits,Viluppuram,2015-03-17,Central,1727,690.8
Amy,Food Grains,Dals & Pulses,Ooty,2017-09-13,Central,2033,447.26
Veronica,Snacks,Chocolates,Virudhunagar,2018-07-29,Central,2307,299.91
Komal,Beverages,Health Drinks,Coimbatore,2017-09-01,Central,947,132.58
Ramesh,Snacks,Noodles,Virudhunagar,2015-11-10,Central,2062,907.28
Akash,"Eggs, Meat & Fish",Eggs,Chennai,2017-10-30,Central,2385,310.05
Haseena,Snacks,Cookies,Kanyakumari,2015-06-20,Central,560,95.2
Surya,Fruits & Veggies,Organic Fruits,Kanyakumari,2018-06-29,Central,1654,496.2
Vince,Bakery,Biscuits,Bodi,2016-05-08,Central,1827,493.29
James,"Eggs, Meat & Fish",Eggs,Chennai,2015-09-23,Central,1524,441.96
Malik,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2018-09-25,Central,981,255.06
James,Food Grains,Organic Staples,Krishnagiri,2018-07-29,Central,1856,835.2
Ridhesh,"Eggs, Meat & Fish",Fish,Nagercoil,2016-04-20,Central,1794,789.36
Esther,Food Grains,Atta & Flour,Perambalur,2018-09-09,Central,1374,82.44
Haseena,Bakery,Cakes,Cumbum,2017-09-04,Central,2491,1120.95
Jackson,Fruits & Veggies,Fresh Vegetables,Perambalur,2018-12-08,Central,1812,108.72
Verma,Oil & Masala,Edible Oil & Ghee,Tenkasi,2016-11-13,Central,714,78.54
Ram,"Eggs, Meat & Fish",Fish,Virudhunagar,2017-11-30,Central,1388,111.04
Veronica,Fruits & Veggies,Fresh Fruits,Tirunelveli,2017-08-26,Central,653,124.07
Peer,Fruits & Veggies,Organic Vegetables,Nagercoil,2015-01-30,Central,2262,791.7
Alan,Beverages,Health Drinks,Ramanadhapuram,2016-06-09,Central,2234,714.88
Aditi,"Eggs, Meat & Fish",Chicken,Madurai,2015-03-10,Central,2275,864.5
Willams,"Eggs, Meat & Fish",Eggs,Dharmapuri,2018-11-03,Central,2036,325.76
Kumar,"Eggs, Meat & Fish",Eggs,Ooty,2017-08-08,Central,916,238.16
Amy,Food Grains,Atta & Flour,Madurai,2018-10-07,Central,2079,103.95
Arvind,Fruits & Veggies,Fresh Vegetables,Nagercoil,2015-01-30,Central,1906,457.44
Harish,Fruits & Veggies,Organic Vegetables,Tenkasi,2015-01-20,Central,1629,733.05
Sabeela,Fruits & Veggies,Fresh Vegetables,Nagercoil,2015-03-30,Central,1738,729.96
Adavan,Beverages,Soft Drinks,Namakkal,2018-12-22,Central,1481,207.34
Jackson,Food Grains,Atta & Flour,Chennai,2015-11-07,Central,979,166.43
Peer,Food Grains,Atta & Flour,Nagercoil,2017-09-13,Central,1477,354.48
Ridhesh,Oil & Masala,Edible Oil & Ghee,Krishnagiri,2018-06-29,Central,778,272.3
Mathew,Food Grains,Rice,Madurai,2018-12-08,Central,977,439.65
Sharon,Beverages,Health Drinks,Namakkal,2017-08-26,Central,681,299.64
Amrish,Fruits & Veggies,Organic Fruits,Nagercoil,2015-01-20,Central,1272,139.92
Ramesh,Food Grains,Dals & Pulses,Pudukottai,2018-06-04,Central,1649,98.94
Rumaiza,Snacks,Cookies,Nagercoil,2017-03-04,Central,1144,125.84
Krithika,Snacks,Noodles,Viluppuram,2017-11-22,Central,2141,428.2
Harish,"Eggs, Meat & Fish",Fish,Nagercoil,2015-11-23,Central,1137,500.28
Arutra,Food Grains,Rice,Bodi,2015-11-14,Central,1823,729.2
Amrish,Food Grains,Atta & Flour,Chennai,2016-11-09,Central,988,296.4
Aditi,Oil & Masala,Spices,Theni,2016-04-13,Central,1052,105.2
Jonas,Food Grains,Dals & Pulses,Kanyakumari,2015-11-07,Central,1768,141.44
Harish,"Eggs, Meat & Fish",Chicken,Salem,2015-03-28,Central,1067,384.12
